latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.5,-0.25,69.0,0,Europe/London,GMT

time,temperature_2m (°C),precipitation (mm),rain (mm),snowfall (cm),cloudcover (%),windspeed_10m (km/h),windspeed_100m (km/h)
2021-01-01T00:00,-0.2,0.00,0.00,0.00,41,4.8,11.2
2021-01-01T01:00,-0.0,0.00,0.00,0.00,43,5.7,12.7
2021-01-01T02:00,-0.3,0.00,0.00,0.00,43,5.9,12.9
2021-01-01T03:00,-0.7,0.00,0.00,0.00,33,5.6,12.8
2021-01-01T04:00,-0.7,0.00,0.00,0.00,32,5.8,14.3
2021-01-01T05:00,-0.4,0.00,0.00,0.00,41,7.3,16.5
2021-01-01T06:00,-0.7,0.00,0.00,0.00,62,8.6,18.1
2021-01-01T07:00,-0.5,0.00,0.00,0.00,86,9.2,18.5
2021-01-01T08:00,-0.9,0.00,0.00,0.00,100,8.9,17.9
2021-01-01T09:00,-0.9,0.00,0.00,0.00,100,9.2,16.5
2021-01-01T10:00,0.1,0.00,0.00,0.00,81,7.4,11.7
2021-01-01T11:00,0.9,0.00,0.00,0.00,100,8.4,11.3
2021-01-01T12:00,1.5,0.00,0.00,0.00,99,9.7,13.0
2021-01-01T13:00,1.9,0.00,0.00,0.00,100,9.2,12.5
2021-01-01T14:00,2.5,0.00,0.00,0.00,100,9.2,13.0
2021-01-01T15:00,2.9,0.00,0.00,0.00,100,8.4,13.2
2021-01-01T16:00,3.3,0.00,0.00,0.00,100,6.8,13.6
2021-01-01T17:00,3.5,0.00,0.00,0.00,92,7.9,16.3
2021-01-01T18:00,3.7,0.00,0.00,0.00,95,8.4,17.6
2021-01-01T19:00,3.5,0.00,0.00,0.00,100,9.5,19.0
2021-01-01T20:00,3.8,0.20,0.20,0.00,100,10.9,20.5
2021-01-01T21:00,3.8,0.20,0.20,0.00,100,11.5,21.8
2021-01-01T22:00,4.1,0.20,0.20,0.00,100,9.0,17.1
2021-01-01T23:00,4.2,0.10,0.10,0.00,100,10.0,18.5
2021-01-02T00:00,4.3,0.00,0.00,0.00,100,10.7,19.3
2021-01-02T01:00,4.3,0.00,0.00,0.00,100,10.8,19.8
2021-01-02T02:00,4.3,0.00,0.00,0.00,100,11.8,20.8
2021-01-02T03:00,4.2,0.00,0.00,0.00,96,12.2,21.4
2021-01-02T04:00,4.1,0.00,0.00,0.00,90,11.9,21.1
2021-01-02T05:00,3.9,0.00,0.00,0.00,90,12.6,22.0
2021-01-02T06:00,3.7,0.00,0.00,0.00,88,13.9,24.1
2021-01-02T07:00,3.5,0.00,0.00,0.00,75,13.2,22.8
2021-01-02T08:00,3.0,0.00,0.00,0.00,65,11.9,21.4
2021-01-02T09:00,2.5,0.00,0.00,0.00,56,11.3,20.6
2021-01-02T10:00,2.8,0.00,0.00,0.00,66,9.8,18.3
2021-01-02T11:00,3.4,0.00,0.00,0.00,29,9.2,13.4
2021-01-02T12:00,3.7,0.00,0.00,0.00,30,9.2,12.4
2021-01-02T13:00,4.0,0.00,0.00,0.00,36,9.2,12.4
2021-01-02T14:00,4.0,0.00,0.00,0.00,53,9.1,12.8
2021-01-02T15:00,3.6,0.00,0.00,0.00,67,7.3,13.3
2021-01-02T16:00,2.8,0.00,0.00,0.00,74,7.3,15.9
2021-01-02T17:00,2.4,0.00,0.00,0.00,78,8.6,18.2
2021-01-02T18:00,1.9,0.00,0.00,0.00,77,8.5,18.1
2021-01-02T19:00,1.7,0.00,0.00,0.00,68,8.3,18.4
2021-01-02T20:00,1.3,0.00,0.00,0.00,61,9.0,19.5
2021-01-02T21:00,1.0,0.00,0.00,0.00,60,9.7,20.2
2021-01-02T22:00,0.7,0.00,0.00,0.00,73,9.0,18.8
2021-01-02T23:00,0.4,0.00,0.00,0.00,74,9.8,19.8
2021-01-03T00:00,0.4,0.00,0.00,0.00,77,10.7,20.9
2021-01-03T01:00,0.5,0.00,0.00,0.00,77,10.9,21.6
2021-01-03T02:00,0.8,0.00,0.00,0.00,86,10.8,21.8
2021-01-03T03:00,0.8,0.00,0.00,0.00,100,10.4,21.3
2021-01-03T04:00,1.0,0.00,0.00,0.00,100,10.8,21.7
2021-01-03T05:00,1.3,0.00,0.00,0.00,100,11.5,22.0
2021-01-03T06:00,1.5,0.00,0.00,0.00,100,11.6,22.4
2021-01-03T07:00,1.6,0.00,0.00,0.00,88,12.4,23.3
2021-01-03T08:00,1.8,0.00,0.00,0.00,100,12.8,24.7
2021-01-03T09:00,2.6,0.00,0.00,0.00,100,13.7,26.1
2021-01-03T10:00,3.2,0.00,0.00,0.00,77,11.5,21.3
2021-01-03T11:00,4.1,0.00,0.00,0.00,55,13.4,21.3
2021-01-03T12:00,4.6,0.00,0.00,0.00,81,17.8,26.1
2021-01-03T13:00,5.1,0.00,0.00,0.00,100,18.0,28.2
2021-01-03T14:00,5.2,0.00,0.00,0.00,98,16.3,25.7
2021-01-03T15:00,4.8,0.00,0.00,0.00,59,14.7,24.3
2021-01-03T16:00,4.1,0.00,0.00,0.00,23,13.9,24.8
2021-01-03T17:00,3.7,0.00,0.00,0.00,24,13.3,25.7
2021-01-03T18:00,3.8,0.00,0.00,0.00,33,13.0,24.7
2021-01-03T19:00,3.7,0.00,0.00,0.00,59,12.8,25.3
2021-01-03T20:00,3.7,0.00,0.00,0.00,83,14.7,27.5
2021-01-03T21:00,3.8,0.00,0.00,0.00,100,16.4,29.6
2021-01-03T22:00,3.9,0.00,0.00,0.00,100,15.5,28.0
2021-01-03T23:00,3.9,0.00,0.00,0.00,100,16.6,29.0
2021-01-04T00:00,3.8,0.00,0.00,0.00,76,17.1,30.6
2021-01-04T01:00,3.5,0.00,0.00,0.00,47,17.4,31.8
2021-01-04T02:00,3.2,0.00,0.00,0.00,20,17.9,32.7
2021-01-04T03:00,2.7,0.00,0.00,0.00,39,18.7,33.7
2021-01-04T04:00,2.7,0.00,0.00,0.00,67,19.9,35.1
2021-01-04T05:00,2.6,0.00,0.00,0.00,74,20.2,35.4
2021-01-04T06:00,3.0,0.00,0.00,0.00,100,21.3,36.5
2021-01-04T07:00,3.1,0.00,0.00,0.00,100,22.1,37.2
2021-01-04T08:00,3.6,0.10,0.10,0.00,100,22.1,37.1
2021-01-04T09:00,4.2,0.30,0.30,0.00,100,23.0,37.6
2021-01-04T10:00,4.3,0.30,0.30,0.00,100,24.8,38.7
2021-01-04T11:00,4.4,0.40,0.40,0.00,100,25.0,39.4
2021-01-04T12:00,4.5,0.40,0.40,0.00,100,25.9,41.6
2021-01-04T13:00,4.6,0.30,0.30,0.00,100,25.3,40.3
2021-01-04T14:00,4.6,0.20,0.20,0.00,100,24.8,39.5
2021-01-04T15:00,4.5,0.10,0.10,0.00,100,24.2,39.0
2021-01-04T16:00,4.5,0.00,0.00,0.00,100,23.3,38.0
2021-01-04T17:00,4.2,0.00,0.00,0.00,83,22.7,37.9
2021-01-04T18:00,3.8,0.00,0.00,0.00,72,22.6,37.5
2021-01-04T19:00,3.6,0.00,0.00,0.00,73,21.7,36.5
2021-01-04T20:00,3.4,0.00,0.00,0.00,67,20.6,35.5
2021-01-04T21:00,3.2,0.00,0.00,0.00,64,20.4,34.8
2021-01-04T22:00,2.8,0.00,0.00,0.00,48,19.3,33.2
2021-01-04T23:00,2.8,0.00,0.00,0.00,59,19.6,33.4
2021-01-05T00:00,2.8,0.00,0.00,0.00,47,19.8,34.6
2021-01-05T01:00,2.6,0.00,0.00,0.00,32,20.2,35.0
2021-01-05T02:00,2.4,0.00,0.00,0.00,26,20.3,34.7
2021-01-05T03:00,2.2,0.00,0.00,0.00,32,19.6,33.8
2021-01-05T04:00,2.0,0.00,0.00,0.00,25,18.9,32.8
2021-01-05T05:00,1.7,0.00,0.00,0.00,20,18.6,32.8
2021-01-05T06:00,1.6,0.00,0.00,0.00,29,19.3,33.5
2021-01-05T07:00,1.5,0.00,0.00,0.00,32,19.7,34.3
2021-01-05T08:00,1.7,0.00,0.00,0.00,60,20.1,34.8
2021-01-05T09:00,2.2,0.00,0.00,0.00,95,20.9,34.9
2021-01-05T10:00,2.8,0.10,0.10,0.00,100,20.0,33.7
2021-01-05T11:00,3.3,0.10,0.10,0.00,92,20.0,32.0
2021-01-05T12:00,3.7,0.20,0.20,0.00,100,22.0,33.8
2021-01-05T13:00,4.1,0.20,0.20,0.00,100,26.0,40.2
2021-01-05T14:00,4.2,0.20,0.20,0.00,100,22.7,35.7
2021-01-05T15:00,4.1,0.10,0.10,0.00,100,21.3,34.5
2021-01-05T16:00,4.0,0.10,0.10,0.00,100,20.1,32.9
2021-01-05T17:00,3.8,0.00,0.00,0.00,100,19.5,32.7
2021-01-05T18:00,3.7,0.20,0.20,0.00,100,19.3,32.7
2021-01-05T19:00,3.6,0.20,0.20,0.00,100,19.5,32.5
2021-01-05T20:00,3.5,0.20,0.20,0.00,100,19.3,32.1
2021-01-05T21:00,3.6,0.20,0.20,0.00,100,18.6,31.8
2021-01-05T22:00,3.4,0.10,0.10,0.00,99,18.3,31.6
2021-01-05T23:00,3.5,0.10,0.10,0.00,96,18.3,30.9
2021-01-06T00:00,3.5,0.20,0.20,0.00,100,18.2,31.1
2021-01-06T01:00,3.4,0.20,0.20,0.00,100,18.7,31.7
2021-01-06T02:00,3.6,0.00,0.00,0.00,100,18.4,31.1
2021-01-06T03:00,3.6,0.00,0.00,0.00,100,18.2,30.6
2021-01-06T04:00,3.5,0.00,0.00,0.00,100,17.4,29.3
2021-01-06T05:00,3.3,0.00,0.00,0.00,100,16.9,28.7
2021-01-06T06:00,3.3,0.00,0.00,0.00,100,16.0,27.8
2021-01-06T07:00,3.2,0.20,0.10,0.07,100,15.0,25.9
2021-01-06T08:00,3.4,0.00,0.00,0.00,100,14.0,24.6
2021-01-06T09:00,3.5,0.00,0.00,0.00,100,14.2,24.0
2021-01-06T10:00,3.5,0.00,0.00,0.00,100,12.5,24.0
2021-01-06T11:00,4.4,0.00,0.00,0.00,53,13.6,23.5
2021-01-06T12:00,4.7,0.00,0.00,0.00,40,15.3,22.7
2021-01-06T13:00,5.0,0.00,0.00,0.00,36,14.8,21.7
2021-01-06T14:00,5.1,0.00,0.00,0.00,34,14.2,21.6
2021-01-06T15:00,4.8,0.00,0.00,0.00,23,12.4,21.9
2021-01-06T16:00,3.9,0.00,0.00,0.00,19,11.2,22.5
2021-01-06T17:00,2.7,0.00,0.00,0.00,8,10.5,22.7
2021-01-06T18:00,2.1,0.00,0.00,0.00,7,10.4,23.0
2021-01-06T19:00,1.6,0.00,0.00,0.00,28,11.3,23.8
2021-01-06T20:00,1.5,0.00,0.00,0.00,42,11.7,24.5
2021-01-06T21:00,1.2,0.00,0.00,0.00,54,11.9,24.6
2021-01-06T22:00,0.3,0.00,0.00,0.00,81,11.2,23.1
2021-01-06T23:00,0.3,0.00,0.00,0.00,92,11.2,22.8
2021-01-07T00:00,0.5,0.00,0.00,0.00,89,11.2,22.4
2021-01-07T01:00,0.4,0.00,0.00,0.00,88,10.6,21.8
2021-01-07T02:00,0.2,0.00,0.00,0.00,62,10.5,21.6
2021-01-07T03:00,0.0,0.00,0.00,0.00,44,10.2,21.7
2021-01-07T04:00,-0.0,0.00,0.00,0.00,35,10.3,21.5
2021-01-07T05:00,-0.2,0.00,0.00,0.00,61,10.0,20.8
2021-01-07T06:00,-0.3,0.00,0.00,0.00,67,9.9,20.8
2021-01-07T07:00,-0.3,0.00,0.00,0.00,75,10.1,20.4
2021-01-07T08:00,-0.4,0.00,0.00,0.00,75,10.1,20.6
2021-01-07T09:00,-0.5,0.00,0.00,0.00,73,10.3,20.0
2021-01-07T10:00,-0.3,0.00,0.00,0.00,59,9.4,16.3
2021-01-07T11:00,0.4,0.00,0.00,0.00,44,10.7,15.0
2021-01-07T12:00,1.0,0.00,0.00,0.00,18,10.7,14.8
2021-01-07T13:00,1.3,0.00,0.00,0.00,17,10.6,14.7
2021-01-07T14:00,1.5,0.00,0.00,0.00,11,10.8,15.2
2021-01-07T15:00,1.3,0.00,0.00,0.00,21,10.3,17.1
2021-01-07T16:00,0.7,0.00,0.00,0.00,35,10.0,19.8
2021-01-07T17:00,0.0,0.00,0.00,0.00,55,10.2,20.8
2021-01-07T18:00,-0.7,0.00,0.00,0.00,53,10.2,20.4
2021-01-07T19:00,-0.9,0.00,0.00,0.00,68,9.8,19.5
2021-01-07T20:00,-1.2,0.00,0.00,0.00,52,8.7,18.2
2021-01-07T21:00,-1.2,0.00,0.00,0.00,35,8.0,16.6
2021-01-07T22:00,-1.0,0.00,0.00,0.00,23,7.2,15.0
2021-01-07T23:00,-1.0,0.00,0.00,0.00,15,6.6,14.5
2021-01-08T00:00,-1.4,0.00,0.00,0.00,16,6.4,15.1
2021-01-08T01:00,-1.4,0.00,0.00,0.00,30,7.0,16.2
2021-01-08T02:00,-1.3,0.00,0.00,0.00,51,6.2,15.9
2021-01-08T03:00,-1.3,0.00,0.00,0.00,76,6.0,14.8
2021-01-08T04:00,-0.7,0.00,0.00,0.00,81,5.2,13.0
2021-01-08T05:00,-0.4,0.00,0.00,0.00,82,5.1,11.4
2021-01-08T06:00,-0.4,0.00,0.00,0.00,77,3.6,9.2
2021-01-08T07:00,0.3,0.00,0.00,0.00,81,2.2,6.1
2021-01-08T08:00,0.1,0.00,0.00,0.00,77,1.1,2.6
2021-01-08T09:00,0.2,0.00,0.00,0.00,79,1.3,3.2
2021-01-08T10:00,0.5,0.00,0.00,0.00,96,3.9,4.7
2021-01-08T11:00,0.8,0.00,0.00,0.00,97,5.8,6.9
2021-01-08T12:00,1.4,0.00,0.00,0.00,89,6.5,8.3
2021-01-08T13:00,1.8,0.00,0.00,0.00,90,7.7,10.2
2021-01-08T14:00,1.8,0.00,0.00,0.00,91,8.8,12.0
2021-01-08T15:00,1.8,0.00,0.00,0.00,92,7.4,11.7
2021-01-08T16:00,1.1,0.00,0.00,0.00,85,6.3,12.4
2021-01-08T17:00,0.7,0.00,0.00,0.00,73,7.3,14.0
2021-01-08T18:00,-0.1,0.00,0.00,0.00,80,7.7,15.9
2021-01-08T19:00,-0.0,0.00,0.00,0.00,95,7.7,15.0
2021-01-08T20:00,-0.1,0.00,0.00,0.00,100,7.4,15.0
2021-01-08T21:00,-0.1,0.00,0.00,0.00,100,8.7,16.6
2021-01-08T22:00,0.4,0.00,0.00,0.00,59,7.6,16.3
2021-01-08T23:00,0.9,0.00,0.00,0.00,90,8.0,17.4
2021-01-09T00:00,0.8,0.00,0.00,0.00,86,8.7,18.5
2021-01-09T01:00,0.9,0.00,0.00,0.00,82,9.7,19.4
2021-01-09T02:00,1.0,0.00,0.00,0.00,82,9.8,19.1
2021-01-09T03:00,0.7,0.00,0.00,0.00,73,8.9,17.9
2021-01-09T04:00,0.8,0.00,0.00,0.00,71,8.4,17.4
2021-01-09T05:00,0.8,0.00,0.00,0.00,69,8.8,17.9
2021-01-09T06:00,0.8,0.00,0.00,0.00,71,8.6,17.6
2021-01-09T07:00,0.3,0.00,0.00,0.00,55,7.4,16.4
2021-01-09T08:00,-0.0,0.00,0.00,0.00,57,7.1,15.4
2021-01-09T09:00,0.2,0.00,0.00,0.00,58,7.9,15.5
2021-01-09T10:00,0.7,0.00,0.00,0.00,86,7.1,11.1
2021-01-09T11:00,1.5,0.00,0.00,0.00,85,6.9,8.1
2021-01-09T12:00,2.1,0.00,0.00,0.00,84,7.0,9.1
