id,score,poi,address,position,viewport
826009003083425,2.5731241703,"{'name': 'The Gordon Hospital', 'phone': '+44 20 3315 8733', 'categorySet': [{'id': 7321003}], 'url': 'www.cnwl.nhs.uk/services/acute/', 'categories': ['hospital/polyclinic', 'special'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}, {'nameLocale': 'en-US', 'name': 'special'}]}]}","{'streetName': 'Bloomburg Street', 'municipalitySubdivision': 'Pimlico', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'SW1V', 'extendedPostalCode': 'SW1V 2RH', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': 'Bloomburg Street, Pimlico, London, SW1V 2RH', 'localName': 'London'}","{'lat': 51.49215, 'lon': -0.1361}","{'topLeftPoint': {'lat': 51.49251, 'lon': -0.13643000000000002}, 'btmRightPoint': {'lat': 51.49161, 'lon': -0.13504000000000002}}"
826009003008780,2.5730583667999998,"{'name': 'Hospital For Tropical Diseases', 'phone': '+44 20 3456 7891', 'categorySet': [{'id': 7321003}], 'url': 'www.thehtd.org', 'categories': ['hospital/polyclinic', 'special'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}, {'nameLocale': 'en-US', 'name': 'special'}]}]}","{'streetName': 'Capper Street', 'municipalitySubdivision': 'Bloomsbury', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'WC1E', 'extendedPostalCode': 'WC1E 6JA', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': 'Capper Street, Bloomsbury, London, WC1E 6JA', 'localName': 'London'}","{'lat': 51.52313, 'lon': -0.13532000000000002}","{'topLeftPoint': {'lat': 51.52403, 'lon': -0.13677}, 'btmRightPoint': {'lat': 51.52223, 'lon': -0.13387000000000002}}"
826009002979685,2.5730085373,"{'name': ""Guy's Hospital"", 'phone': '+44 20 7188 7188', 'categorySet': [{'id': 7321002}], 'url': 'www.guysandstthomas.nhs.uk', 'categories': ['general', 'hospital/polyclinic'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'general'}, {'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}]}]}","{'streetName': 'Great Maze Pond', 'municipalitySubdivision': 'South Bank', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'SE1', 'extendedPostalCode': 'SE1 9TN', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': 'Great Maze Pond, South Bank, London, SE1 9TN', 'localName': 'London'}","{'lat': 51.50338, 'lon': -0.08733}","{'topLeftPoint': {'lat': 51.50468, 'lon': -0.09175000000000001}, 'btmRightPoint': {'lat': 51.50216, 'lon': -0.08531000000000001}}"
826009029284884,2.5729238987,"{'name': 'S P A Blaney', 'phone': '+44 20 7378 6773', 'categorySet': [{'id': 7321002}], 'categories': ['general', 'hospital/polyclinic'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'general'}, {'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}]}]}","{'streetNumber': '27', 'streetName': 'Tooley Street', 'municipalitySubdivision': 'Bermondsey', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'SE1', 'extendedPostalCode': 'SE1 2PR', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '27 Tooley Street, Bermondsey, London, SE1 2PR', 'localName': 'London'}","{'lat': 51.50633, 'lon': -0.08589000000000001}","{'topLeftPoint': {'lat': 51.50723, 'lon': -0.08733}, 'btmRightPoint': {'lat': 51.50543, 'lon': -0.08445000000000001}}"
826009006228047,2.5729076861999998,"{'name': 'London Bridge Hospital', 'phone': '+44 330 134 7482', 'categorySet': [{'id': 7321002}], 'url': 'www.londonbridgehospital.com', 'categories': ['general', 'hospital/polyclinic'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'general'}, {'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}]}]}","{'streetName': 'Tooley Street', 'municipalitySubdivision': 'Bermondsey', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'SE1', 'extendedPostalCode': 'SE1 2PR', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': 'Tooley Street, Bermondsey, London, SE1 2PR', 'localName': 'London'}","{'lat': 51.5063, 'lon': -0.08573}","{'topLeftPoint': {'lat': 51.50653, 'lon': -0.08644}, 'btmRightPoint': {'lat': 51.50536, 'lon': -0.08386}}"
826008000051325,2.5728824139,"{'name': 'Ahmad Aziz', 'phone': '+44 20 3918 5747', 'categorySet': [{'id': 7321002}], 'url': 'www.AhmadAziz.uk', 'categories': ['general', 'hospital/polyclinic'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'general'}, {'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}]}]}","{'streetNumber': '22a', 'streetName': 'Harley Street', 'municipalitySubdivision': 'West End', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'W1G', 'extendedPostalCode': 'W1G 9PQ', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '22a Harley Street, West End, London, W1G 9PQ', 'localName': 'London'}","{'lat': 51.51756, 'lon': -0.14618}","{'topLeftPoint': {'lat': 51.51846, 'lon': -0.14763}, 'btmRightPoint': {'lat': 51.51666, 'lon': -0.14473000000000003}}"
826009029223334,2.5728816986,"{'name': 'Ultralase', 'phone': '+44 20 7580 9010', 'categorySet': [{'id': 7321002}], 'url': 'www.ultralase.com', 'categories': ['general', 'hospital/polyclinic'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'general'}, {'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}]}]}","{'streetNumber': '15', 'streetName': 'Harley Street', 'municipalitySubdivision': 'West End', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'W1G', 'extendedPostalCode': 'W1G 9QQ', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '15 Harley Street, West End, London, W1G 9QQ', 'localName': 'London'}","{'lat': 51.51727, 'lon': -0.14646}","{'topLeftPoint': {'lat': 51.51817, 'lon': -0.14791}, 'btmRightPoint': {'lat': 51.51637, 'lon': -0.14501}}"
826009030530035,2.5728628635,"{'name': 'Lifeplus Clinics', 'phone': '+44 20 7412 8989', 'categorySet': [{'id': 7321}], 'categories': ['hospital/polyclinic'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}]}]}","{'streetNumber': '19', 'streetName': 'Harley Street', 'municipalitySubdivision': 'West End', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'W1G', 'extendedPostalCode': 'W1G 9QJ', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '19 Harley Street, West End, London, W1G 9QJ', 'localName': 'London'}","{'lat': 51.51747, 'lon': -0.14649}","{'topLeftPoint': {'lat': 51.51837, 'lon': -0.14794000000000002}, 'btmRightPoint': {'lat': 51.51657, 'lon': -0.14504}}"
826009029027731,2.5728566647,"{'name': 'London Spine Centre', 'phone': '+44 844 589 3030', 'categorySet': [{'id': 7321002}], 'url': 'www.spineadvance.com', 'categories': ['general', 'hospital/polyclinic'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'general'}, {'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}]}]}","{'streetNumber': '19', 'streetName': 'Harley Street', 'municipalitySubdivision': 'West End', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'W1G', 'extendedPostalCode': 'W1G 9QJ', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '19 Harley Street, West End, London, W1G 9QJ', 'localName': 'London'}","{'lat': 51.51743, 'lon': -0.1466}","{'topLeftPoint': {'lat': 51.51833, 'lon': -0.14805000000000001}, 'btmRightPoint': {'lat': 51.51653, 'lon': -0.14515}}"
826009006206233,2.5728404522,"{'name': 'London Allergy & Immunology Centre', 'phone': '+44 20 3143 3449', 'categorySet': [{'id': 7321003}], 'url': 'www.UKallergy.com', 'categories': ['hospital/polyclinic', 'special'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}, {'nameLocale': 'en-US', 'name': 'special'}]}]}","{'streetNumber': '27', 'streetName': 'Harley Street', 'municipalitySubdivision': 'West End', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'W1G', 'extendedPostalCode': 'W1G 9QW', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '27 Harley Street, West End, London, W1G 9QW', 'localName': 'London'}","{'lat': 51.51771, 'lon': -0.14652}","{'topLeftPoint': {'lat': 51.51861, 'lon': -0.14797000000000002}, 'btmRightPoint': {'lat': 51.51681, 'lon': -0.14507}}"
826008000050335,2.5728383064,"{'name': ""Price's Back Clinic"", 'phone': '+44 7956 327652', 'categorySet': [{'id': 7321003}], 'url': 'pricesbackclinic.com/', 'categories': ['hospital/polyclinic', 'special'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}, {'nameLocale': 'en-US', 'name': 'special'}]}]}","{'streetNumber': '20', 'streetName': 'Harley Street', 'municipalitySubdivision': 'West End', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'W1G', 'extendedPostalCode': 'W1G 9PH', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '20 Harley Street, West End, London, W1G 9PH', 'localName': 'London'}","{'lat': 51.51793, 'lon': -0.14633000000000002}","{'topLeftPoint': {'lat': 51.51883, 'lon': -0.14778000000000002}, 'btmRightPoint': {'lat': 51.51703, 'lon': -0.14488}}"
826008000011710,2.5727992058,"{'name': 'Centre For Implant & Reconstructive Dentistry', 'categorySet': [{'id': 7321003}], 'categories': ['hospital/polyclinic', 'special'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}, {'nameLocale': 'en-US', 'name': 'special'}]}]}","{'streetNumber': '33', 'streetName': 'Harley Street', 'municipalitySubdivision': 'West End', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'W1G', 'extendedPostalCode': 'W1G 9QU', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '33 Harley Street, West End, London, W1G 9QU', 'localName': 'London'}","{'lat': 51.51802, 'lon': -0.14669000000000001}","{'topLeftPoint': {'lat': 51.51892, 'lon': -0.14814000000000002}, 'btmRightPoint': {'lat': 51.51712, 'lon': -0.14524}}"
826009030608832,2.5727548599,"{'name': 'University College Hospital', 'phone': '+44 845 155 5000', 'categorySet': [{'id': 7321002}], 'url': 'www.nhs.uk', 'categories': ['general', 'hospital/polyclinic'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'general'}, {'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}]}]}","{'streetNumber': '235', 'streetName': 'Euston Road', 'municipalitySubdivision': 'Regents Park', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'NW1', 'extendedPostalCode': 'NW1 2BU', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '235 Euston Road, Regents Park, London, NW1 2BU', 'localName': 'London'}","{'lat': 51.52503, 'lon': -0.13621}","{'topLeftPoint': {'lat': 51.52593, 'lon': -0.13766}, 'btmRightPoint': {'lat': 51.52413, 'lon': -0.13476000000000002}}"
826009029368476,2.5727529526,"{'name': 'Group Florence', 'phone': '+44 20 7637 7789', 'categorySet': [{'id': 7321002}], 'url': 'www.groupflorencenightingale.co.uk', 'categories': ['general', 'hospital/polyclinic'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'general'}, {'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}]}]}","{'streetNumber': '42', 'streetName': 'Harley Street', 'municipalitySubdivision': 'West End', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'W1G', 'extendedPostalCode': 'W1G 9PP', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '42 Harley Street, West End, London, W1G 9PP', 'localName': 'London'}","{'lat': 51.51869, 'lon': -0.14654}","{'topLeftPoint': {'lat': 51.51959, 'lon': -0.14799}, 'btmRightPoint': {'lat': 51.51779, 'lon': -0.14509000000000002}}"
826009028912155,2.5726923943,"{'name': 'Nuffield Health Assessment', 'phone': '+44 20 3642 7703', 'categorySet': [{'id': 7321003}], 'url': 'www.nuffieldhealth.com/health-assessments', 'categories': ['hospital/polyclinic', 'special'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}, {'nameLocale': 'en-US', 'name': 'special'}]}]}","{'streetNumber': '1', 'streetName': 'Ropemaker Street', 'municipalitySubdivision': 'Moorgate', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'EC2Y', 'extendedPostalCode': 'EC2Y 9HT', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '1 Ropemaker Street, Moorgate, London, EC2Y 9HT', 'localName': 'London'}","{'lat': 51.51935, 'lon': -0.08966}","{'topLeftPoint': {'lat': 51.52025, 'lon': -0.09111000000000001}, 'btmRightPoint': {'lat': 51.51845, 'lon': -0.08821000000000001}}"
826009003028230,2.5726902485,"{'name': 'MYA Cosmetic Surgery', 'phone': '+44 20 7388 4954', 'categorySet': [{'id': 7321002}], 'url': 'www.mya.co.uk', 'categories': ['general', 'hospital/polyclinic'], 'classifications': [{'code': 'HOSPITAL_POLYCLINIC', 'names': [{'nameLocale': 'en-US', 'name': 'general'}, {'nameLocale': 'en-US', 'name': 'hospital/polyclinic'}]}]}","{'streetNumber': '14', 'streetName': 'Fitzroy Square', 'municipalitySubdivision': 'West End', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'W1T', 'extendedPostalCode': 'W1T 6ED', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '14 Fitzroy Square, West End, London, W1T 6ED', 'localName': 'London'}","{'lat': 51.52356, 'lon': -0.14045000000000002}","{'topLeftPoint': {'lat': 51.52395, 'lon': -0.14154}, 'btmRightPoint': {'lat': 51.5218, 'lon': -0.13857}}"
