id,score,poi,address,position,viewport
826007000001208,2.5743432045,"{'name': 'EF International Language Centre', 'phone': '+44 20 7401 8399', 'categorySet': [{'id': 7372010}], 'url': 'www.ef.co.uk/contact/schools/united-kingdom/london/', 'categories': ['language school', 'school'], 'classifications': [{'code': 'SCHOOL', 'names': [{'nameLocale': 'en-US', 'name': 'school'}, {'nameLocale': 'en-US', 'name': 'language school'}]}]}","{'streetNumber': '74', 'streetName': 'Roupell Street', 'municipalitySubdivision': 'Waterloo', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'SE1', 'extendedPostalCode': 'SE1 8SS', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '74 Roupell Street, Waterloo, London, SE1 8SS', 'localName': 'London'}","{'lat': 51.50504, 'lon': -0.10773}","{'topLeftPoint': {'lat': 51.50594, 'lon': -0.10917}, 'btmRightPoint': {'lat': 51.50414, 'lon': -0.10629000000000001}}"
826009004845314,2.5743432045,"{'name': 'The Royal Ballet School', 'phone': '+44 20 7836 8899', 'categorySet': [{'id': 7372}], 'url': 'www.royalballetschool.org.uk', 'categories': ['school'], 'classifications': [{'code': 'SCHOOL', 'names': [{'nameLocale': 'en-US', 'name': 'school'}]}]}","{'streetNumber': '46', 'streetName': 'Floral Street', 'municipalitySubdivision': 'Covent Garden', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'WC2E', 'extendedPostalCode': 'WC2E 9DA', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '46 Floral Street, Covent Garden, London, WC2E 9DA', 'localName': 'London'}","{'lat': 51.51322, 'lon': -0.12317000000000002}","{'topLeftPoint': {'lat': 51.51412, 'lon': -0.12462000000000001}, 'btmRightPoint': {'lat': 51.51232, 'lon': -0.12172000000000001}}"
826001001886644,2.5743336678,"{'name': 'Kaplan', 'phone': '+44 20 7930 3130', 'categorySet': [{'id': 7372010}], 'url': 'www.kaptest.co.uk', 'categories': ['language school', 'school'], 'classifications': [{'code': 'SCHOOL', 'names': [{'nameLocale': 'en-US', 'name': 'school'}, {'nameLocale': 'en-US', 'name': 'language school'}]}]}","{'streetNumber': '1-5', 'streetName': 'Charing Cross Road', 'municipalitySubdivision': 'Covent Garden', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'WC2H', 'extendedPostalCode': 'WC2H 0HF', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '1-5 Charing Cross Road, Covent Garden, London, WC2H 0HF', 'localName': 'London'}","{'lat': 51.50964, 'lon': -0.12859}","{'topLeftPoint': {'lat': 51.51054, 'lon': -0.13003}, 'btmRightPoint': {'lat': 51.50874, 'lon': -0.12715}}"
826009004715484,2.5743327141,"{'name': 'D L D College', 'phone': '+44 20 7935 8411', 'categorySet': [{'id': 7372}], 'url': 'www.dldcollege.co.uk', 'categories': ['school'], 'classifications': [{'code': 'SCHOOL', 'names': [{'nameLocale': 'en-US', 'name': 'school'}]}]}","{'streetNumber': '199', 'streetName': 'Westminster Bridge Road', 'municipalitySubdivision': 'Waterloo', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'SE1', 'extendedPostalCode': 'SE1 7FX', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '199 Westminster Bridge Road, Waterloo, London, SE1 7FX', 'localName': 'London'}","{'lat': 51.50032, 'lon': -0.11611}","{'topLeftPoint': {'lat': 51.50122, 'lon': -0.11755000000000002}, 'btmRightPoint': {'lat': 51.49942, 'lon': -0.11467000000000001}}"
826009036160670,2.5743114948,"{'name': 'One To One English School', 'categorySet': [{'id': 7372}], 'categories': ['school'], 'classifications': [{'code': 'SCHOOL', 'names': [{'nameLocale': 'en-US', 'name': 'school'}]}]}","{'streetName': 'Covent Garden', 'municipalitySubdivision': 'Covent Garden', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'WC2E', 'extendedPostalCode': 'WC2E 9DD', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': 'Covent Garden, Covent Garden, London, WC2E 9DD', 'localName': 'London'}","{'lat': 51.51373, 'lon': -0.12355000000000001}","{'topLeftPoint': {'lat': 51.51509, 'lon': -0.12574000000000002}, 'btmRightPoint': {'lat': 51.51237, 'lon': -0.12136000000000001}}"
826007000372747,2.5742993355,"{'name': 'Salsa-Tropical London', 'phone': '+44 7528 709705', 'categorySet': [{'id': 9378003}], 'url': 'www.salsa-tropical.com', 'categories': ['dance studio school', 'leisure center'], 'classifications': [{'code': 'LEISURE_CENTER', 'names': [{'nameLocale': 'en-US', 'name': 'leisure center'}, {'nameLocale': 'en-US', 'name': 'dance studio school'}]}], 'openingHours': {'mode': 'nextSevenDays', 'timeRanges': [{'startTime': {'date': '2022-11-16', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-16', 'hour': 17, 'minute': 0}}, {'startTime': {'date': '2022-11-17', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-17', 'hour': 17, 'minute': 0}}, {'startTime': {'date': '2022-11-18', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-18', 'hour': 17, 'minute': 0}}, {'startTime': {'date': '2022-11-19', 'hour': 10, 'minute': 0}, 'endTime': {'date': '2022-11-19', 'hour': 17, 'minute': 0}}, {'startTime': {'date': '2022-11-20', 'hour': 10, 'minute': 0}, 'endTime': {'date': '2022-11-20', 'hour': 17, 'minute': 0}}, {'startTime': {'date': '2022-11-21', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-21', 'hour': 17, 'minute': 0}}, {'startTime': {'date': '2022-11-22', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-22', 'hour': 17, 'minute': 0}}]}}","{'streetNumber': '1', 'streetName': 'Sheffield Street', 'municipalitySubdivision': 'Holborn', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'WC2A', 'extendedPostalCode': 'WC2A 2AP', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '1 Sheffield Street, Holborn, London, WC2A 2AP', 'localName': 'London'}","{'lat': 51.51476, 'lon': -0.11752000000000001}","{'topLeftPoint': {'lat': 51.51566, 'lon': -0.11897}, 'btmRightPoint': {'lat': 51.51386, 'lon': -0.11607}}"
826009040776731,2.5742969513,"{'name': 'Dancemyway Latin Brazilian Dance Company', 'phone': '+44 7866 861287', 'categorySet': [{'id': 9378003}], 'url': 'www.dancemyway.co.uk', 'categories': ['dance studio school', 'leisure center'], 'classifications': [{'code': 'LEISURE_CENTER', 'names': [{'nameLocale': 'en-US', 'name': 'leisure center'}, {'nameLocale': 'en-US', 'name': 'dance studio school'}]}], 'openingHours': {'mode': 'nextSevenDays', 'timeRanges': [{'startTime': {'date': '2022-11-16', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-16', 'hour': 17, 'minute': 30}}, {'startTime': {'date': '2022-11-17', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-17', 'hour': 17, 'minute': 30}}, {'startTime': {'date': '2022-11-18', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-18', 'hour': 17, 'minute': 30}}, {'startTime': {'date': '2022-11-19', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-19', 'hour': 17, 'minute': 30}}, {'startTime': {'date': '2022-11-20', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-20', 'hour': 17, 'minute': 30}}, {'startTime': {'date': '2022-11-21', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-21', 'hour': 17, 'minute': 30}}, {'startTime': {'date': '2022-11-22', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-22', 'hour': 17, 'minute': 30}}]}}","{'streetNumber': '7', 'streetName': 'Langley Street', 'municipalitySubdivision': 'Covent Garden', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'WC2H', 'extendedPostalCode': 'WC2H 9JA', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '7 Langley Street, Covent Garden, London, WC2H 9JA', 'localName': 'London'}","{'lat': 51.51338, 'lon': -0.12521000000000002}","{'topLeftPoint': {'lat': 51.51428, 'lon': -0.12666000000000002}, 'btmRightPoint': {'lat': 51.51248, 'lon': -0.12376000000000001}}"
826009035906626,2.5742969513,"{'name': 'Pineapple Dance Studio', 'phone': '+44 20 7836 4004', 'categorySet': [{'id': 9378003}], 'url': 'www.pineapple.uk.com', 'categories': ['dance studio school', 'leisure center'], 'classifications': [{'code': 'LEISURE_CENTER', 'names': [{'nameLocale': 'en-US', 'name': 'leisure center'}, {'nameLocale': 'en-US', 'name': 'dance studio school'}]}]}","{'streetNumber': '7', 'streetName': 'Langley Street', 'municipalitySubdivision': 'Covent Garden', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'WC2H', 'extendedPostalCode': 'WC2H 9JA', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '7 Langley Street, Covent Garden, London, WC2H 9JA', 'localName': 'London'}","{'lat': 51.51338, 'lon': -0.12521000000000002}","{'topLeftPoint': {'lat': 51.51428, 'lon': -0.12666000000000002}, 'btmRightPoint': {'lat': 51.51248, 'lon': -0.12376000000000001}}"
826009040036690,2.5742948055,"{'name': 'City Lit', 'phone': '+44 20 7492 2275', 'categorySet': [{'id': 7372008}], 'url': 'www.citylit.ac.uk', 'categories': ['school', 'vocational training'], 'classifications': [{'code': 'SCHOOL', 'names': [{'nameLocale': 'en-US', 'name': 'school'}, {'nameLocale': 'en-US', 'name': 'vocational training'}]}]}","{'streetNumber': '1-10', 'streetName': 'Keeley Street', 'municipalitySubdivision': 'Holborn', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'WC2B', 'extendedPostalCode': 'WC2B 4BA', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '1-10 Keeley Street, Holborn, London, WC2B 4BA', 'localName': 'London'}","{'lat': 51.51477, 'lon': -0.11979000000000001}","{'topLeftPoint': {'lat': 51.51567, 'lon': -0.12124000000000001}, 'btmRightPoint': {'lat': 51.51387, 'lon': -0.11834000000000001}}"
826009004818067,2.5742905140000003,"{'name': 'Oasis Academy Johanna', 'phone': '+44 20 7928 5814', 'categorySet': [{'id': 7372005}], 'url': 'www.oasisacademyjohanna.org', 'categories': ['primary school', 'school'], 'classifications': [{'code': 'SCHOOL', 'names': [{'nameLocale': 'en-US', 'name': 'primary school'}, {'nameLocale': 'en-US', 'name': 'school'}]}]}","{'streetName': 'Johanna Street', 'municipalitySubdivision': 'Waterloo', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'SE1', 'extendedPostalCode': 'SE1 7RH', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': 'Johanna Street, Waterloo, London, SE1 7RH', 'localName': 'London'}","{'lat': 51.50071, 'lon': -0.11141000000000001}","{'topLeftPoint': {'lat': 51.50161, 'lon': -0.11285}, 'btmRightPoint': {'lat': 51.49981, 'lon': -0.10997000000000001}}"
826009012649621,2.5742459297,"{'name': 'Zik Expert Teachers', 'phone': '+44 7534 177066', 'categorySet': [{'id': 7372010}], 'url': 'www.experttutors.org.uk', 'categories': ['language school', 'school'], 'classifications': [{'code': 'SCHOOL', 'names': [{'nameLocale': 'en-US', 'name': 'school'}, {'nameLocale': 'en-US', 'name': 'language school'}]}]}","{'streetNumber': '71-75', 'streetName': 'Shelton Street', 'municipalitySubdivision': 'Covent Garden', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'WC2H', 'extendedPostalCode': 'WC2H 9FD', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '71-75 Shelton Street, Covent Garden, London, WC2H 9FD', 'localName': 'London'}","{'lat': 51.51489, 'lon': -0.12354000000000001}","{'topLeftPoint': {'lat': 51.51579, 'lon': -0.12499}, 'btmRightPoint': {'lat': 51.51399, 'lon': -0.12209}}"
826009035889717,2.5742423534,"{'name': 'English Language Centre', 'phone': '+44 20 7848 1600', 'categorySet': [{'id': 7372010}], 'categories': ['language school', 'school'], 'classifications': [{'code': 'SCHOOL', 'names': [{'nameLocale': 'en-US', 'name': 'school'}, {'nameLocale': 'en-US', 'name': 'language school'}]}], 'openingHours': {'mode': 'nextSevenDays', 'timeRanges': [{'startTime': {'date': '2022-11-16', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-16', 'hour': 14, 'minute': 0}}, {'startTime': {'date': '2022-11-17', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-17', 'hour': 17, 'minute': 0}}, {'startTime': {'date': '2022-11-18', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-18', 'hour': 17, 'minute': 0}}, {'startTime': {'date': '2022-11-21', 'hour': 9, 'minute': 30}, 'endTime': {'date': '2022-11-21', 'hour': 17, 'minute': 0}}, {'startTime': {'date': '2022-11-22', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-22', 'hour': 17, 'minute': 0}}]}}","{'streetName': 'Drury Lane', 'municipalitySubdivision': 'Covent Garden', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'WC2B', 'extendedPostalCode': 'WC2B 5PG', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': 'Drury Lane, Covent Garden, London, WC2B 5PG', 'localName': 'London'}","{'lat': 51.51516, 'lon': -0.12269000000000001}","{'topLeftPoint': {'lat': 51.51606, 'lon': -0.12414000000000001}, 'btmRightPoint': {'lat': 51.51426, 'lon': -0.12124000000000001}}"
826009040013253,2.5742413998,"{'name': 'Royal College of Surgeons of England', 'phone': '+44 20 7405 3474', 'categorySet': [{'id': 7372}], 'categories': ['school'], 'classifications': [{'code': 'SCHOOL', 'names': [{'nameLocale': 'en-US', 'name': 'school'}]}]}","{'streetNumber': '35-43', 'streetName': ""Lincoln's Inn Fields"", 'municipalitySubdivision': 'Holborn', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'WC2A', 'extendedPostalCode': 'WC2A 3PP', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': ""35-43 Lincoln's Inn Fields, Holborn, London, WC2A 3PP"", 'localName': 'London'}","{'lat': 51.51553, 'lon': -0.11561}","{'topLeftPoint': {'lat': 51.51643, 'lon': -0.11706000000000001}, 'btmRightPoint': {'lat': 51.51463, 'lon': -0.11416000000000001}}"
826008000011686,2.5742402077,"{'name': 'The Actors Centre', 'categorySet': [{'id': 7372012}], 'url': 'www.actorscentre.co.uk', 'categories': ['art school', 'school'], 'classifications': [{'code': 'SCHOOL', 'names': [{'nameLocale': 'en-US', 'name': 'art school'}, {'nameLocale': 'en-US', 'name': 'school'}]}]}","{'streetNumber': '1A', 'streetName': 'Tower Street', 'municipalitySubdivision': 'Covent Garden', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'WC2H', 'extendedPostalCode': 'WC2H 9NS', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '1A Tower Street, Covent Garden, London, WC2H 9NS', 'localName': 'London'}","{'lat': 51.51314, 'lon': -0.12784}","{'topLeftPoint': {'lat': 51.51404, 'lon': -0.12929000000000002}, 'btmRightPoint': {'lat': 51.51224, 'lon': -0.12639}}"
826007000339359,2.5742042065,"{'name': 'London Piano Institute', 'phone': '+44 20 7127 0717', 'categorySet': [{'id': 7372012}], 'url': 'https://www.londonpianoinstitute.co.uk', 'categories': ['art school', 'school'], 'classifications': [{'code': 'SCHOOL', 'names': [{'nameLocale': 'en-US', 'name': 'art school'}, {'nameLocale': 'en-US', 'name': 'school'}]}], 'openingHours': {'mode': 'nextSevenDays', 'timeRanges': [{'startTime': {'date': '2022-11-18', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-18', 'hour': 21, 'minute': 0}}, {'startTime': {'date': '2022-11-19', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-19', 'hour': 15, 'minute': 0}}, {'startTime': {'date': '2022-11-21', 'hour': 9, 'minute': 0}, 'endTime': {'date': '2022-11-21', 'hour': 21, 'minute': 0}}]}}","{'streetNumber': '21', 'streetName': 'Fleet Street', 'municipalitySubdivision': 'Fleet Street', 'municipality': 'London', 'countrySecondarySubdivision': 'London', 'countrySubdivision': 'ENG', 'countrySubdivisionName': 'England', 'postalCode': 'EC4Y', 'extendedPostalCode': 'EC4Y 1BN', 'countryCode': 'GB', 'country': 'United Kingdom', 'countryCodeISO3': 'GBR', 'freeformAddress': '21 Fleet Street, Fleet Street, London, EC4Y 1BN', 'localName': 'London'}","{'lat': 51.51408, 'lon': -0.10875000000000001}","{'topLeftPoint': {'lat': 51.51553, 'lon': -0.11108000000000001}, 'btmRightPoint': {'lat': 51.51263, 'lon': -0.10642000000000001}}"
